4.182593979277409744e+03,3.469033377813696916e+03,2.845204810619892214e+03,1.670717712266012768e+03,1.332610370692903643e+03,1.052523391625358954e+03,8.233753123204829762e+02,6.381947850516833114e+02,4.903293970408546443e+02,3.736160206089691087e+02,2.825000057908183635e+02,2.121018005812595959e+02,1.582352486976004968e+02,1.173863408409674349e+02,8.666329148457849385e+01,6.372886555033632305e+01,4.672451165911165560e+01,3.419375508092354465e+01,2.501001919328872347e+01,1.831197204742656481e+01,1.344783012217220453e+01,9.928852443826215790e+00,7.391487197249785979e+00,5.567207181565080099e+00,4.258896129708141132e+00,3.322639166848800674e+00,2.653858991462014760e+00,2.176875228686257824e+00,1.837114777293655798e+00,1.595346408860923493e+00,1.423442847613407114e+00,1.301284014886717078e+00,1.214505645330324901e+00,1.152869657081963428e+00,1.109089003992611566e+00,1.077983009058686825e+00,1.055871921680072711e+00,1.040143983723361920e+00,1.028946481086735476e+00,1.020965658386788766e+00,1.015270169398105438e+00,1.011199865169561729e+00,1.008286881126997159e+00,1.006199707251370201e+00,1.004703605802731881e+00,1.003632667318253402e+00,1.002870190749824308e+00,1.002335102243281817e+00,1.001972940049178806e+00,1.001750706661607371e+00
4.373508612404601081e+03,3.680919984026727434e+03,3.064392602509420158e+03,1.843205204427549688e+03,1.489978461063048371e+03,1.192462206085976732e+03,9.449679400682696269e+02,7.416403052509535883e+02,5.766515964055250834e+02,4.443838689144227487e+02,3.395820351886201820e+02,2.574668822527901284e+02,1.938052121557794010e+02,1.449371399185581026e+02,1.077687266893893110e+02,7.973745490789261225e+01,5.876010671413105513e+01,4.317139093777647219e+01,3.166010856166406739e+01,2.320776203306969521e+01,1.703271695333231506e+01,1.254151701609282732e+01,9.287836460278024120e+00,6.938801383161661285e+00,5.247972147044536406e+00,4.034074172748277398e+00,3.164517723693561546e+00,2.542799611178850672e+00,2.098982397972467773e+00,1.782569715255145404e+00,1.557219362318720046e+00,1.396848400739095553e+00,1.282781514005320478e+00,1.201674314754285433e+00,1.144007936946731308e+00,1.103002059362916842e+00,1.073832716386029285e+00,1.053071071577422524e+00,1.038281736678239087e+00,1.027735895458316673e+00,1.020206793277211421e+00,1.014824175437307074e+00,1.010970829039944174e+00,1.008209151193408371e+00,1.006229115866076551e+00,1.004811500838008520e+00,1.003802045770497475e+00,1.003093551360014546e+00,1.002613992014157462e+00,1.002319730553164145e+00
4.488073935647635153e+03,3.830554078409692920e+03,3.235594257478132477e+03,1.997559030109090827e+03,1.636470687264289381e+03,1.327353813067487636e+03,1.065915090125563211e+03,8.475221656897538196e+02,6.673513770011360293e+02,5.205485825677357070e+02,4.023852440476773609e+02,3.083944932921652935e+02,2.344766138188794571e+02,1.769688149164485083e+02,1.326793952621451353e+02,9.889050825967598257e+01,7.333606431141309656e+01,5.416279447222307653e+01,3.988106662690413629e+01,2.931224399112083745e+01,2.153677312086688644e+01,1.584618326095020535e+01,1.170068946495945283e+01,8.693072640226455761e+00,6.518790458737460547e+00,4.951829714877510114e+00,3.825582693243050336e+00,3.017954753090543729e+00,2.439930721048102047e+00,2.026902476826638377e+00,1.732158587644498260e+00,1.522040082662694305e+00,1.372363244222569723e+00,1.265795202702036493e+00,1.189939316168236561e+00,1.135945084504369929e+00,1.097503065712840176e+00,1.070120742800659608e+00,1.050602394991752009e+00,1.036676478189086259e+00,1.026729277417170350e+00,1.019614892278853491e+00,1.014519912464847851e+00,1.010867201102742863e+00,1.008247614174466955e+00,1.006371682993900230e+00,1.005035622843460930e+00,1.004097766951118409e+00,1.003462909339490450e+00,1.003073372040188538e+00
4.525604119612412433e+03,3.913206579759952092e+03,3.351246786337293543e+03,2.127221187351862227e+03,1.765684412345682176e+03,1.451358642142170311e+03,1.181204969164570457e+03,9.517826756394936183e+02,7.593343668739387340e+02,5.999013784991747116e+02,4.694551164027625987e+02,3.640292346032185833e+02,2.798390884434240320e+02,2.133782743027003619e+02,1.614864899158083347e+02,1.213874351463728942e+02,9.069922239623326732e+01,6.742229895171185206e+01,4.991106029185128534e+01,3.683536691751820769e+01,2.713740009466093994e+01,1.998809426368001141e+01,1.474608616429126684e+01,1.092094173097027010e+01,8.141475688330174876e+00,6.129296896472348877e+00,4.677273898818133269e+00,3.632373096633128906e+00,2.882222569205705298e+00,2.344749649565691652e+00,1.960290453724845561e+00,1.685646760381852349e+00,1.489651144867284671e+00,1.349883917004919276e+00,1.250259315848216701e+00,1.179261277465629698e+00,1.128660095704103083e+00,1.092583972042042495e+00,1.066848238186573372e+00,1.048473719682047722e+00,1.035341079229446626e+00,1.025943571219628980e+00,1.019210530362440803e+00,1.014381606942315717e+00,1.010917355399576500e+00,1.008435865639956575e+00,1.006668125027436744e+00,1.005427039333462336e+00,1.004586838089758238e+00,1.004071331843856774e+00
4.491257713814771705e+03,3.929624647629550054e+03,3.408442208840044259e+03,2.227293221254175023e+03,1.872236589949487779e+03,1.559084780512083171e+03,1.285812583633340182e+03,1.050022778081272463e+03,8.489690257493214176e+02,6.796157791166216384e+02,5.387267803376108759e+02,4.229708788951662655e+02,3.290326613711491746e+02,2.537160326035823346e+02,1.940312487801371333e+02,1.472593539101088140e+02,1.109917620633410564e+02,8.314609670035113709e+01,6.196185482379442533e+01,4.598080839486317473e+01,3.401737054774705626e+01,2.512369780435814803e+01,1.855339053249513270e+01,1.372658175848781603e+01,1.019818058113435733e+01,7.630182540258582335e+00,5.768321685323715364e+00,4.422912399676702577e+00,3.453478855487671417e+00,2.756653261406709632e+00,2.256797771859567980e+00,1.898834264713191722e+00,1.642824719636356345e+00,1.459914732362552092e+00,1.329322702260219202e+00,1.236121148904022693e+00,1.169611826977129621e+00,1.122142007912399375e+00,1.088246062440852091e+00,1.064025377850598808e+00,1.046701936537586031e+00,1.034297853545774526e+00,1.025405921131234743e+00,1.019025705138449700e+00,1.014446763345359770e+00,1.011165723108272463e+00,1.008827777326359421e+00,1.007186031955247918e+00,1.006074461081776006e+00,1.005392497665384521e+00
4.394707462217715147e+03,3.885399312425414337e+03,3.408960566958023264e+03,2.294957054945021355e+03,1.952300242733260575e+03,1.646158078762646710e+03,1.375233070098057397e+03,1.137948108664516894e+03,9.324191037021323609e+02,7.564627264460841616e+02,6.076364220604975799e+02,4.833048652069295485e+02,3.807239034340629473e+02,2.971320740812557801e+02,2.298393554766628313e+02,1.763045503051246783e+02,1.341952704448369218e+02,1.014276170322285822e+02,7.618561403688784139e+01,5.692277438261810829e+01,4.234959700835488405e+01,3.141132274622775711e+01,2.326008194761853431e+01,1.722490967619575741e+01,1.278223908539449738e+01,9.528606260212258761e+00,7.156539378106383076e+00,5.434015818352623484e+00,4.187461141031543654e+00,3.288012221007172720e+00,2.640636933695443833e+00,2.175659833256375020e+00,1.842254897009397485e+00,1.603508737472971513e+00,1.432713727018739558e+00,1.310609052078044012e+00,1.223342766420020711e+00,1.160976148826491361e+00,1.116392142801191811e+00,1.084502505740494671e+00,1.061674280258556813e+00,1.045316389149697933e+00,1.033582575774534718e+00,1.025158555663855164e+00,1.019109958807447480e+00,1.014774113646863540e+00,1.011683552144885923e+00,1.009512776470856021e+00,1.008042813790086312e+00,1.007141039192939402e+00
4.248384100763936658e+03,3.789680222638830401e+03,3.358551291905570451e+03,2.329593731035292421e+03,2.003905954570262793e+03,1.709642467683327141e+03,1.445952061246085123e+03,1.211826734596381584e+03,1.006040863429631941e+03,8.271186788279447910e+02,6.733313155256229265e+02,5.427213063116039393e+02,4.331511131314002228e+02,3.423687482894100071e+02,2.680824695024556377e+02,2.080359446470964144e+02,1.600761764793230384e+02,1.222083982001581006e+02,9.263466023365070612e+01,6.977538419204036302e+01,5.227528837303601250e+01,3.899652708989290772e+01,2.900255793504048540e+01,2.153626735251593516e+01,1.599544490185284928e+01,1.190801460971641390e+01,8.908695129094072129e+00,6.718090213019340062e+00,5.124672906490942204e+00,3.969739785286133582e+00,3.135161783896369680e+00,2.533620714282987851e+00,2.100964004968662202e+00,1.790307194526554069e+00,1.567542255264197992e+00,1.407953543729517865e+00,1.293691804438343196e+00,1.211903574831187935e+00,1.153355335281987193e+00,1.111427450279627083e+00,1.081382189569811025e+00,1.059833467907907778e+00,1.044364168409019245e+00,1.033250923802484511e+00,1.025266869202665188e+00,1.019540879544955425e+00,1.015457839026406628e+00,1.012589112508091249e+00,1.010646202093718582e+00,1.009454396163257606e+00
4.065727193896747849e+03,3.653618984646260287e+03,3.265725393344759141e+03,2.332620871102588808e+03,2.026979944546637853e+03,1.748244661049973274e+03,1.495767451273960887e+03,1.268871288800889943e+03,1.066770933030378046e+03,8.885150618126587005e+02,7.329514174901122487e+02,5.987161536843869953e+02,4.842468806859397432e+02,3.878167504738749471e+02,3.075847937970191310e+02,2.416560963122152828e+02,1.881447036807760469e+02,1.452325162100855778e+02,1.112187702333800843e+02,8.455667437802173936e+01,6.387591559088213700e+01,4.799166901883420167e+01,3.590213973902127975e+01,2.677742794002863391e+01,1.994268921651348592e+01,1.485830078527356157e+01,1.109922901358727998e+01,8.335184292358611913e+00,6.312566850876598856e+00,4.838723051768754502e+00,3.768668339246332710e+00,2.994191014195567213e+00,2.435108705346511471e+00,2.032382843820558005e+00,1.742781602763970650e+00,1.534798231383480038e+00,1.385564994204567135e+00,1.278542526141721591e+00,1.201804150662417303e+00,1.146771053437914745e+00,1.107285537218497540e+00,1.078935581992596537e+00,1.058564834860356907e+00,1.043918600803938945e+00,1.033389137633272448e+00,1.025833283834109100e+00,1.020442887147231970e+00,1.016654274744998032e+00,1.014087836613835947e+00,1.012513721237077169e+00
3.859753979349876317e+03,3.488899247268907402e+03,3.140396104180998918e+03,2.307123001514336920e+03,2.023150575333826737e+03,1.762292540278737533e+03,1.523916982612687207e+03,1.307478307251158867e+03,1.112431729155853645e+03,9.381626875495031754e+02,7.839329344231059622e+02,6.488451542701919834e+02,5.318274339730161273e+02,4.316376887461703404e+02,3.468864561442958347e+02,2.760746504742995171e+02,2.176413422604882157e+02,1.700157695389586365e+02,1.316677965674983852e+02,1.011519042186770463e+02,7.714128933324515458e+01,5.845042139410227833e+01,4.404609407972624524e+01,3.304832093937384485e+01,2.472323609257741950e+01,1.847045757409533451e+01,1.380726213628370935e+01,1.035154649167779262e+01,7.805058013390340221e+00,5.937880545336570393e+00,4.574728111142150055e+00,3.583265007709288241e+00,2.864438013301608965e+00,2.344663090329357047e+00,1.969635458119086691e+00,1.699507147024914344e+00,1.505182820240098973e+00,1.365508612287837931e+00,1.265160490355483169e+00,1.193071950568395989e+00,1.141272067648895661e+00,1.104032355113193420e+00,1.077243886043998122e+00,1.057964815850935603e+00,1.044093290695990106e+00,1.034132299764912499e+00,1.027022043823937469e+00,1.022022504420104339e+00,1.018634957713936195e+00,1.016557489969304617e+00
3.642083978894079337e+03,3.306587154029530211e+03,2.992657818078498167e+03,2.257371207654448426e+03,1.995395187878339584e+03,1.753525663950240187e+03,1.531014136806900979e+03,1.327295599103550330e+03,1.141902671079431911e+03,9.743908894753934646e+02,8.242759732097931646e+02,6.909843903376291792e+02,5.738187878440730856e+02,4.719395877203368173e+02,3.843632250484079691e+02,3.099762086012881355e+02,2.475626713890829649e+02,1.958416971566391567e+02,1.535097838248977951e+02,1.192835695882747160e+02,9.193843993199699582e+01,7.033972663236836809e+01,5.346463992261251974e+01,4.041452073509379517e+01,3.041821400593465441e+01,2.282817647056302945e+01,1.711131577061305720e+01,1.283656625486278102e+01,9.660956356274066792e+00,7.315536273920999477e+00,5.592115359337887170e+00,4.331378541832535234e+00,3.412645585602926968e+00,2.745316729705266745e+00,2.261906780272675110e+00,1.912491254285227260e+00,1.660356127874128562e+00,1.478640939488613748e+00,1.347781099009585981e+00,1.253580102937652985e+00,1.185769898940636224e+00,1.136944298763813643e+00,1.101774204799395251e+00,1.076433712393063402e+00,1.058182860585959340e+00,1.045066199779297378e+00,1.035697028456359359e+00,1.029105762847482231e+00,1.024638412845290780e+00,1.021899170679549718e+00
