5.249316616031822301e+30 1.057809332079896658e+31 2.274215265175755761e+31 4.932918540425884476e+31 1.078661606065413252e+32 2.401818038062906309e+32 5.581402374045635178e+32 1.446896688505058162e+33 5.163972939927204592e+33 5.586332583558839025e+34
7.410493334633630219e+30 1.197600178412255586e+31 2.309862051351741856e+31 4.934084061845167677e+31 1.078662160612230913e+32 2.401818885476010102e+32 5.581402755026752141e+32 1.446895729255385206e+33 5.163958310428832403e+33 5.586273353806615983e+34
1.385815167126457994e+31 1.830636329555290979e+31 2.795334638552969037e+31 5.119842883400862290e+31 1.080140473188420310e+32 2.401829232400697850e+32 5.581405707254338942e+32 1.446888303608778477e+33 5.163845054041173632e+33 5.585814804591705932e+34
3.086025812597436530e+31 3.619325655718026610e+31 4.615126223748206699e+31 6.699382626654839698e+31 1.163371269800762519e+32 2.415276160097172612e+32 5.581590363644579108e+32 1.446830896117722057e+33 5.162969007748890494e+33 5.582267117106401225e+34
7.606968726390493905e+31 8.363071046507102016e+31 9.630570443360545817e+31 1.193579003283411892e+32 1.662199309662492489e+32 2.756593820485826048e+32 5.681616015536496915e+32 1.446855371130127762e+33 5.156237413219536165e+33 5.554959842807444003e+34
2.016125236867402708e+32 2.139534757057629759e+32 2.332769872665923794e+32 2.652406260520211368e+32 3.224558888492260922e+32 4.372320964864305455e+32 7.083958414451315743e+32 1.518287247085161654e+33 5.122267376115917776e+33 5.353143699631716840e+34
5.808608633094696766e+32 6.047596390536940587e+32 6.407168544881714396e+32 6.969504814673145962e+32 7.900152248215994620e+32 9.576782384438350340e+32 1.302547878787279622e+33 2.188594262073127014e+33 5.677569036129973560e+33 4.439710573425768631e+34
1.890738827465828754e+33 1.950128232147303712e+33 2.037679333705484599e+33 2.170735243135039672e+33 2.382241375583844407e+33 2.742241407268415584e+33 3.425437523792258201e+33 4.986401003641029948e+33 1.004700997394925285e+34 4.424917962747588656e+34
6.976907553669433801e+33 7.167294407134040758e+33 7.445492103708582425e+33 7.863084076253755481e+33 8.515422956256573656e+33 9.598537168634708652e+33 1.158046923569564740e+34 1.585247728628778009e+34 2.819864863908267567e+34 8.809235569808555106e+34
2.785942904983398121e+34 2.857547799473838236e+34 2.961820562008644440e+34 3.117591496695387551e+34 3.359288473456148501e+34 3.756720271706402882e+34 4.473478820138026063e+34 5.981460231140029976e+34 1.012402312806233327e+35 2.745702357404709323e+35
