5.522415023474629030e+30 1.063727259767582695e+31 2.274312330169222172e+31 4.932918757385942642e+31 1.078661647771329246e+32 2.401818107538202253e+32 5.581402407438919210e+32 1.446896611857351285e+33 5.163971762877269962e+33 5.586327810786163116e+34
8.904809412809317810e+30 1.295496098985023293e+31 2.342990150534015482e+31 4.935763464872428360e+31 1.078662578180033343e+32 2.401819415602600296e+32 5.581402995496085310e+32 1.446895131132788799e+33 5.163949180536334649e+33 5.586236383147468429e+34
1.928015405775080385e+31 2.285915977066998005e+31 3.125145507870821589e+31 5.272709462871654690e+31 1.081971311562978321e+32 2.401840688059748241e+32 5.581407553384746382e+32 1.446883669342275008e+33 5.163774363145497047e+33 5.585528599408946857e+34
4.851076003891865882e+31 5.217131459483717342e+31 5.995404261464291893e+31 7.775037590047141194e+31 1.225744724742411997e+32 2.429632651359481856e+32 5.581875844892572330e+32 1.446795093019452157e+33 5.162422532896147638e+33 5.580054832834486921e+34
1.317647534640427188e+32 1.359286194697886526e+32 1.443179337070240581e+32 1.619152911980380590e+32 2.014238736080994011e+32 2.998898264139261749e+32 5.774907455458498611e+32 1.447251828504672854e+33 5.152058971459827766e+33 5.538051952357457758e+34
3.824437016802397160e+32 3.877786135308107099e+32 3.982536970834305239e+32 4.192696366732704729e+32 4.630984908920155754e+32 5.610583788941977886e+32 8.084406475979449347e+32 1.578860075720731673e+33 5.111362414408170116e+33 5.234880784523473697e+34
1.253687894211712631e+33 1.262376003695358226e+33 1.279241298030312886e+33 1.312402498041409700e+33 1.379171709698314764e+33 1.519714478251514764e+33 1.841777292874442639e+33 2.716512434651938045e+33 6.157621884663960784e+33 4.110521924478271456e+34
5.128106304456583422e+33 5.150119757693306989e+33 5.192655104537456989e+33 5.275599253735760520e+33 5.440143967017178215e+33 5.777367269121679848e+33 6.513277753772184401e+33 8.333643334515463376e+33 1.419446405538036707e+34 4.789846291588490184e+34
2.647038144957293762e+34 2.655919229933224518e+34 2.673049066660750820e+34 2.706342757794216622e+34 2.771989047414305979e+34 2.904982250008998540e+34 3.188690762499423858e+34 3.857486093256025499e+34 5.773102463169023384e+34 1.354871190889785479e+35
1.576037284439025188e+35 1.580804424923264812e+35 1.589993066680583735e+35 1.607829413619571582e+35 1.642912214939679198e+35 1.713647250807521405e+35 1.863070598834986436e+35 2.207772123677957403e+35 3.143216888422328916e+35 6.386333122363323722e+35
