4.973403432515048270e+30 1.053286388474430859e+31 2.274164116152629824e+31 4.932918286157394507e+31 1.078661555964704145e+32 2.401817954747161681e+32 5.581402333975918902e+32 1.446896832034562978e+33 5.163974480288624152e+33 5.586338582554064325e+34
5.688002559503439012e+30 1.092966390077928759e+31 2.281618781945793619e+31 4.933078821711316365e+31 1.078661733436315551e+32 2.401818242631184720e+32 5.581402465738913503e+32 1.446896455991079372e+33 5.163969575687478884e+33 5.586318437453393728e+34
7.733268924573103478e+30 1.304939165743981856e+31 2.429209225314432377e+31 4.976743319544813695e+31 1.078898061059768673e+32 2.401820856357480461e+32 5.581403468971360404e+32 1.446893932170686883e+33 5.163930902791021871e+33 5.586162584250495577e+34
1.207379536481111147e+31 1.846843165909878406e+31 3.034384307444585840e+31 5.480920979670189583e+31 1.100542571131911793e+32 2.404296382940612472e+32 5.581430277073551627e+32 1.446874410067378786e+33 5.163633019401897258e+33 5.584955931226010431e+34
2.064303134895201826e+31 2.965944888415603291e+31 4.462576176169372359e+31 7.172613267375406100e+31 1.263656239571484006e+32 2.500593514368263731e+32 5.602335797509484126e+32 1.446788082266314599e+33 5.161336977887852370e+33 5.575634448221253658e+34
3.742015350752819669e+31 5.173977926766091692e+31 7.371510810991721789e+31 1.096589671056403884e+32 1.737738108895736300e+32 3.022236999469279582e+32 6.018796402257569884e+32 1.463102759605717185e+33 5.146622197843913956e+33 5.504686183591106521e+34
7.059154260351861109e+31 9.540510202409449985e+31 1.316454706609879971e+32 1.871222565980099305e+32 2.778426984788756640e+32 4.409661888418574743e+32 7.790153026203781993e+32 1.661419556009156209e+33 5.259555988515338675e+33 5.079298767729102028e+34
1.371021166930656583e+32 1.830209831032266859e+32 2.482655678322131396e+32 3.445151779244368501e+32 4.943051889629534094e+32 7.466137132041345542e+32 1.227772391812648248e+33 2.364036871637711026e+33 6.456463779967949287e+33 4.560169839690128681e+34
2.715778387653221808e+32 3.604606279124814843e+32 4.851307027165816084e+32 6.658879593317082812e+32 9.407327891084471187e+32 1.389535087963310561e+33 2.210935339670926904e+33 4.046762120516989056e+33 1.011122128813331895e+34 5.528790136321507825e+34
5.436591453140506385e+32 7.199059298293654730e+32 9.658162024176993867e+32 1.319852657325710982e+33 1.853108157744045520e+33 2.712928149647543414e+33 4.260137662748869129e+33 7.638017530568527234e+33 1.836348060201695597e+34 8.916984878539035341e+34
