2.761532219761504621e+03 3.879981594626362039e+03 5.682428554475302008e+03 8.368865868863362266e+03 1.237534301112859066e+04 1.846650402304088493e+04 2.815051198860639124e+04 4.532453811570845573e+04 8.562618348404695280e+04 2.816293673607396777e+05
7.302766222898469550e+02 9.046086544419229085e+02 1.237601656090531833e+03 1.803352481812094311e+03 2.666187715368957925e+03 3.978488564570899598e+03 6.064844215828449705e+03 9.764871675627759032e+03 1.844756933689568541e+04 6.067480572187313373e+04
2.235180947319010158e+02 2.497102256043104376e+02 3.001357391225509446e+02 3.983297838390762990e+02 5.750058278356040091e+02 8.571420056131854608e+02 1.306631508902296446e+03 2.103771078905846025e+03 3.974353842659267684e+03 1.307131985301076929e+04
7.432720204306126277e+01 7.856548921977733357e+01 8.629211239519436560e+01 1.010270117245463410e+02 1.300481336106509787e+02 1.854134663185950274e+02 2.815126583512166007e+02 4.532324996229697263e+02 8.561577799659722814e+02 2.815012381014593757e+03
2.585970997979894648e+01 2.660320533460996018e+01 2.789691090152352970e+01 3.023198834306283445e+01 3.465263382750612209e+01 4.345562229820022537e+01 6.140667931677752023e+01 9.765210022294840542e+01 1.843033790456037195e+02 6.046212849090151167e+02
9.311633475275582938e+00 9.454053113476302173e+00 9.694574120810845130e+00 1.011111297179815338e+01 1.085978412717374653e+01 1.227943892894130151e+01 1.517952886814140001e+01 2.173757467635265783e+01 3.955997961343724967e+01 1.273025341103633536e+02
3.523810848745882573e+00 3.555391989949112652e+00 3.607847075360214539e+00 3.696512178577406438e+00 3.850544049830192161e+00 4.129926999644578878e+00 4.673173495157808333e+00 5.862878325848645211e+00 9.141406047292372605e+00 2.462739230041038496e+01
1.449412968818955427e+00 1.458410033895743085e+00 1.473236280961883748e+00 1.498003404038877884e+00 1.540294418502031970e+00 1.615139231683403009e+00 1.755754651810770728e+00 2.048898536920318758e+00 2.789298608932649692e+00 5.481794946782811984e+00
6.508733323356686862e-01 6.542113736891564946e-01 6.596944111967565361e-01 6.688090924005469784e-01 6.842588087193919311e-01 7.112997998099410690e-01 7.612335688957638791e-01 8.622490123454781275e-01 1.101016503721836681e+00 1.811970198853718017e+00
3.087470587559429935e-01 3.102074528174728618e-01 3.126033681990138535e-01 3.165787839099560297e-01 3.232980324942027472e-01 3.350060604250243990e-01 3.564665685040437904e-01 3.992773514948678715e-01 4.971965096043290955e-01 7.616720471656270863e-01
