3.256750632179176137e+03 4.353121350954645095e+03 6.325130604869931631e+03 9.314638285274750160e+03 1.377389060186910137e+04 2.055341845897479652e+04 3.133182314199576285e+04 5.044669597852958395e+04 9.530284019211652048e+04 3.134562228828138905e+05
9.670607907587187810e+02 1.095895306774985784e+03 1.403488562101172420e+03 2.008345582981992493e+03 2.967497265647801669e+03 4.428101685517525766e+03 6.750237231891502233e+03 1.086840235845019924e+04 2.053230327334519097e+04 6.753121932412871683e+04
3.276281057863964747e+02 3.404657505943793581e+02 3.746197437897004647e+02 4.595318838060601365e+02 6.416989059172655061e+02 9.540164622690980423e+02 1.454295468066051626e+03 2.341511594250026519e+03 4.423431861993341045e+03 1.454769797814801495e+04
1.165585099008785903e+02 1.177535883011846209e+02 1.211157109932045586e+02 1.302255924873000765e+02 1.536492471140196585e+02 2.081270233553300102e+02 3.133572043363392936e+02 5.044389000374005718e+02 9.528016841225156668e+02 3.131770831654953781e+03
4.248108615570605195e+01 4.259090957957125312e+01 4.291036024090368528e+01 4.381957805013340135e+01 4.632880022071695691e+01 5.299780231714768775e+01 6.982856379882976228e+01 1.087532974424196510e+02 2.049490842970602671e+02 6.706998704546498402e+02
1.609260103028030997e+01 1.610355141233165455e+01 1.613594020811497387e+01 1.623076070452956188e+01 1.650382816483179482e+01 1.727352366252264915e+01 1.940678223581415907e+01 2.539286221683923372e+01 4.400923101935256909e+01 1.383333308828958934e+02
6.747185710630774658e+00 6.748644489461153029e+00 6.752987610272933594e+00 6.765860793813903484e+00 6.803737531577395359e+00 6.914058283868572907e+00 7.232958033486716509e+00 8.170094462603383789e+00 1.122884693703262293e+01 2.579294126132911558e+01
3.429295265470600818e+00 3.429638238974989761e+00 3.430659159546590509e+00 3.433687795606446436e+00 3.442625656457828143e+00 3.468817989383786049e+00 3.545104936295326858e+00 3.768553238900150593e+00 4.455617658583379992e+00 6.928205574841218350e+00
2.113178195231170786e+00 2.113321357525602018e+00 2.113746187994239190e+00 2.115000967116396513e+00 2.118681272192440623e+00 2.129371345786684078e+00 2.160066658768140080e+00 2.247443067570604303e+00 2.497255190415690773e+00 3.224918619405273024e+00
1.457206971618111524e+00 1.457290879385610305e+00 1.457539290047943137e+00 1.458270410044625987e+00 1.460403405046072578e+00 1.466548364038262831e+00 1.483958633949219896e+00 1.532330756584967979e+00 1.663654443549247519e+00 2.000425383200868712e+00
