1.144607083836527872e+00 1.078226602056689742e+00 9.978957351515105323e-01 9.014523702446110009e-01 7.878182965065168020e-01 6.588421820943543006e-01 5.217480380827728137e-01 3.897121156423770660e-01 2.769629761877424601e-01 1.909554697382854493e-01 1.302582480149934718e-01 8.896014522706223449e-02 6.107081611035174162e-02 4.213114740268161101e-02 2.916416474000265921e-02 2.022905595551916305e-02 1.404697666623705779e-02 nan 6.783027213389753417e-03 4.714865988835484356e-03
1.215390732722591460e+00 1.164038730414714840e+00 1.101787072818285695e+00 1.026366308192839139e+00 9.354950537902623209e-01 8.275795506719474393e-01 7.032273028872597642e-01 5.676312685048438000e-01 4.322120467657015186e-01 3.117412229093378118e-01 2.165942588435182670e-01 1.480115469132431971e-01 1.009671381968082343e-01 6.918702762123830896e-02 4.765939172394052792e-02 3.295926083799318590e-02 2.284885684876238748e-02 1.586149101828541325e-02 1.101884005951458793e-02 7.657491899152317483e-03
1.270317514446122287e+00 1.230441335672884717e+00 1.182261689433527385e+00 1.123884849514992901e+00 1.053115387854338003e+00 9.676270073616045631e-01 8.654765639240566966e-01 7.463066533031931238e-01 6.134990492513421323e-01 4.764130617657171829e-01 3.494192382466553282e-01 2.452377744934961523e-01 1.681645073884114605e-01 1.146574008988472948e-01 7.842875259851990466e-02 5.393654865389079650e-02 3.725814324847537273e-02 2.581175866198703178e-02 1.791178341412951944e-02 1.244080943312195382e-02
1.313224426878722317e+00 1.282043745641169741e+00 1.244572098902101409e+00 1.199354259099797870e+00 1.144607083836530093e+00 1.078226602056689076e+00 9.978957351515101992e-01 9.014523702446118891e-01 7.878182965065164689e-01 6.588421820943551888e-01 5.217480380827705932e-01 3.897121156423825616e-01 2.769629761877390184e-01 1.909554697382885025e-01 1.302582480149586941e-01 8.896014522706918726e-02 6.107081611030858170e-02 4.213114740267438763e-02 2.916416474006762460e-02 2.022905595551396929e-02
1.346957992300852780e+00 1.322426956035886114e+00 1.293073498325389759e+00 1.257844896568946380e+00 1.215390732722591016e+00 1.164038730414714395e+00 1.101787072818286584e+00 1.026366308192838916e+00 9.354950537902601004e-01 8.275795506719467731e-01 7.032273028872573217e-01 5.676312685048466866e-01 4.322120467657032394e-01 3.117412229093387555e-01 2.165942588435251503e-01 1.480115469132277650e-01 1.009671381968060278e-01 6.918702762121023420e-02 4.765939172393578172e-02 3.295926083798930706e-02
1.373480493585294449e+00 1.354205591583786727e+00 1.331095907442765292e+00 1.303452904163249437e+00 1.270317514446123841e+00 1.230441335672883607e+00 1.182261689433527829e+00 1.123884849514991568e+00 1.053115387854337781e+00 9.676270073616021206e-01 8.654765639240538100e-01 7.463066533031946781e-01 6.134990492513374694e-01 4.764130617657133526e-01 3.494192382466521085e-01 2.452377744934786108e-01 1.681645073884038832e-01 1.146574008988520410e-01 7.842875259852240266e-02 5.393654865391547815e-02
1.394037614820863524e+00 1.379142216319488856e+00 1.361028881414773295e+00 1.339263323800520711e+00 1.313224426878723206e+00 1.282043745641168853e+00 1.244572098902100743e+00 1.199354259099796538e+00 1.144607083836528316e+00 1.078226602056689520e+00 9.978957351515100882e-01 9.014523702446120001e-01 7.878182965065182453e-01 6.588421820943566320e-01 5.217480380827707043e-01 3.897121156423810628e-01 2.769629761877356322e-01 1.909554697382843114e-01 1.302582480149788446e-01 8.896014522705703031e-02
1.409472642186613944e+00 1.398346903750887993e+00 1.384447187024933745e+00 1.367447945670231757e+00 1.346957992300852114e+00 1.322426956035886558e+00 1.293073498325390203e+00 1.257844896568945492e+00 1.215390732722591904e+00 1.164038730414715284e+00 1.101787072818285695e+00 1.026366308192839583e+00 9.354950537902632091e-01 8.275795506719479944e-01 7.032273028872596532e-01 5.676312685048457984e-01 4.322120467656970777e-01 3.117412229093417531e-01 2.165942588435217919e-01 1.480115469132319284e-01
1.420575735658015981e+00 1.412621626079270776e+00 1.402347834486487255e+00 1.389408284490367684e+00 1.373480493585296003e+00 1.354205591583785395e+00 1.331095907442765069e+00 1.303452904163248993e+00 1.270317514446122953e+00 1.230441335672884717e+00 1.182261689433527385e+00 1.123884849514992235e+00 1.053115387854338669e+00 9.676270073616028977e-01 8.654765639240554753e-01 7.463066533031922356e-01 6.134990492513400229e-01 4.764130617657179045e-01 3.494192382466528857e-01 2.452377744934871595e-01
1.428226193912837783e+00 1.422776382249994143e+00 1.415512571821233578e+00 1.406052311900598317e+00 1.394037614820863746e+00 1.379142216319488856e+00 1.361028881414774183e+00 1.339263323800520267e+00 1.313224426878722761e+00 1.282043745641169297e+00 1.244572098902101631e+00 1.199354259099796760e+00 1.144607083836528760e+00 1.078226602056690187e+00 9.978957351515114205e-01 9.014523702446103348e-01 7.878182965065160248e-01 6.588421820943568541e-01 5.217480380827721476e-01 3.897121156423816180e-01
1.433312442554297350e+00 1.429705256304156791e+00 1.424775564347858348e+00 1.418159237432928155e+00 1.409472642186613500e+00 1.398346903750887105e+00 1.384447187024935078e+00 1.367447945670231757e+00 1.346957992300852558e+00 1.322426956035885892e+00 1.293073498325389981e+00 1.257844896568945492e+00 1.215390732722591682e+00 1.164038730414714173e+00 1.101787072818285029e+00 1.026366308192837584e+00 9.354950537902636531e-01 8.275795506719472172e-01 7.032273028872586540e-01 5.676312685048476858e-01
1.436605958350547274e+00 1.434277524709161700e+00 1.431037771623552279e+00 1.426587496163590485e+00 1.420575735658015537e+00 1.412621626079270110e+00 1.402347834486487033e+00 1.389408284490366574e+00 1.373480493585294893e+00 1.354205591583784951e+00 1.331095907442764847e+00 1.303452904163249881e+00 1.270317514446122953e+00 1.230441335672884717e+00 1.182261689433528273e+00 1.123884849514992457e+00 1.053115387854338003e+00 9.676270073616051182e-01 8.654765639240528108e-01 7.463066533031927907e-01
1.438700429467591135e+00 1.437222812125841465e+00 1.435141843741042145e+00 1.432236227209907176e+00 1.428226193912839115e+00 1.422776382249993254e+00 1.415512571821233134e+00 1.406052311900597873e+00 1.394037614820863746e+00 1.379142216319488856e+00 1.361028881414773961e+00 1.339263323800521155e+00 1.313224426878723206e+00 1.282043745641169297e+00 1.244572098902101187e+00 1.199354259099797426e+00 1.144607083836528760e+00 1.078226602056689742e+00 9.978957351515098662e-01 9.014523702446112230e-01
1.440016656826817565e+00 1.439089341560452207e+00 1.437773064654482846e+00 1.435915025444236548e+00 1.433312442554296018e+00 1.429705256304157457e+00 1.424775564347857459e+00 1.418159237432927933e+00 1.409472642186614166e+00 1.398346903750887771e+00 1.384447187024933301e+00 1.367447945670232645e+00 1.346957992300853002e+00 1.322426956035886114e+00 1.293073498325389536e+00 1.257844896568947046e+00 1.215390732722591682e+00 1.164038730414715062e+00 1.101787072818285473e+00 1.026366308192839139e+00
1.440837565957423294e+00 1.440259722950869570e+00 1.439435386991996246e+00 1.438263535412174221e+00 1.436605958350548828e+00 1.434277524709161256e+00 1.431037771623552057e+00 1.426587496163590263e+00 1.420575735658015759e+00 1.412621626079271442e+00 1.402347834486486367e+00 1.389408284490366796e+00 1.373480493585294893e+00 1.354205591583785617e+00 1.331095907442765514e+00 1.303452904163249437e+00 1.270317514446124063e+00 1.230441335672884051e+00 1.182261689433527163e+00 1.123884849514992235e+00
1.441347105713207455e+00 1.440988633162616495e+00 1.440475631453372207e+00 1.439743103628879695e+00 1.438700429467592468e+00 1.437222812125841465e+00 1.435141843741042589e+00 1.432236227209906065e+00 1.428226193912837783e+00 1.422776382249994587e+00 1.415512571821234022e+00 1.406052311900596985e+00 1.394037614820863968e+00 1.379142216319488856e+00 1.361028881414773517e+00 1.339263323800520933e+00 1.313224426878722539e+00 1.282043745641168853e+00 1.244572098902100965e+00 1.199354259099797426e+00
1.441662433761328188e+00 1.441440668873411157e+00 1.441122683719433750e+00 1.440667358375887330e+00 1.440016656826818231e+00 1.439089341560453317e+00 1.437773064654482402e+00 1.435915025444236104e+00 1.433312442554295796e+00 1.429705256304157013e+00 1.424775564347858126e+00 1.418159237432927933e+00 1.409472642186614832e+00 1.398346903750887993e+00 1.384447187024933079e+00 1.367447945670232645e+00 1.346957992300853224e+00 1.322426956035886336e+00 1.293073498325389981e+00 1.257844896568946158e+00
1.441857212027477964e+00 1.441720256644248410e+00 1.441523639583603522e+00 1.441241611840331283e+00 1.440837565957424404e+00 1.440259722950868237e+00 1.439435386991996246e+00 1.438263535412175331e+00 1.436605958350547940e+00 1.434277524709163254e+00 1.431037771623550947e+00 1.426587496163590707e+00 1.420575735658017313e+00 1.412621626079271220e+00 1.402347834486486811e+00 1.389408284490366574e+00 1.373480493585296891e+00 1.354205591583785839e+00 1.331095907442764403e+00 1.303452904163248993e+00
1.441977388371358915e+00 1.441892899217322332e+00 1.441771512908831543e+00 1.441597208356850013e+00 1.441347105713208565e+00 1.440988633162615384e+00 1.440475631453372873e+00 1.439743103628879695e+00 1.438700429467591579e+00 1.437222812125843463e+00 1.435141843741042811e+00 1.432236227209904955e+00 1.428226193912838671e+00 1.422776382249994587e+00 1.415512571821233578e+00 1.406052311900597651e+00 1.394037614820862636e+00 1.379142216319488412e+00 1.361028881414773517e+00 1.339263323800520489e+00
1.442051483374857668e+00 1.441999395585696453e+00 1.441924525834606063e+00 1.441816944972494019e+00 1.441662433761329520e+00 1.441440668873411379e+00 1.441122683719432418e+00 1.440667358375888218e+00 1.440016656826818231e+00 1.439089341560453317e+00 1.437773064654482846e+00 1.435915025444235216e+00 1.433312442554296018e+00 1.429705256304156569e+00 1.424775564347858126e+00 1.418159237432928599e+00 1.409472642186613944e+00 1.398346903750887327e+00 1.384447187024932413e+00 1.367447945670233089e+00
