6.869316215231262390e+01,6.590648353585540065e+01,7.050033895021311992e+01,7.693726918745721832e+01,8.607828119298660852e+01,9.914177443166254022e+01,1.176663230742517214e+02,1.432247813571298423e+02,1.771013853632058783e+02,2.207320916326494569e+02,2.768825002843372545e+02,3.506502157312989993e+02,4.512680408080429402e+02,5.973661974909591663e+02,8.328168488893459198e+02,1.283597620809734735e+03,2.428328501126492029e+03,7.129759781657382518e+03,5.572305704018705001e+04,4.066186863057793118e+06
3.953307461133312728e+01,3.833638358102593457e+01,4.030233623424603451e+01,4.300914851016042206e+01,4.679643768183548502e+01,5.217253257265284816e+01,5.986968539528776034e+01,7.084787758420090142e+01,8.616294856834441873e+01,1.067800208359034855e+02,1.338223330145081604e+02,1.694670153271101469e+02,2.180938860779177162e+02,2.886996221265075633e+02,4.024843223062607080e+02,6.203210953906993836e+02,1.173466927711274820e+03,3.444849783113966623e+03,2.691613813818512426e+04,1.962820156684104819e+06
2.317951062002664742e+01,2.265283872695111000e+01,2.351294624764000218e+01,2.467705025406573327e+01,2.627739777141996314e+01,2.851414164428869213e+01,3.168947867778879512e+01,3.624722522249415846e+01,4.279308723894636302e+01,5.204837042712748030e+01,6.476611196301303153e+01,8.190953199048500721e+01,1.054023644655219414e+02,1.395223209605407249e+02,1.945048155525796005e+02,2.997552646624618546e+02,5.669663092675077678e+02,1.663866683585282090e+03,1.299079241134356198e+04,9.457678428507209755e+05
1.380223213370583757e+01,1.354978995048507784e+01,1.393308750980339283e+01,1.444548571453825403e+01,1.513812869135087702e+01,1.608933041810934128e+01,1.741819382528426274e+01,1.930649501916304089e+01,2.202729388372423358e+01,2.597067416245268490e+01,3.164472798478881543e+01,3.966733551067666497e+01,5.094691538488643801e+01,6.742507033705663844e+01,9.398625391074973834e+01,1.448167956935174345e+02,2.738048840596704281e+02,8.028560489231529118e+02,6.256464856309713468e+03,4.534530678030837444e+05
8.367385357860301909e+00,8.196407732642464694e+00,8.360408950535195061e+00,8.590322569666556163e+00,8.897765747107159839e+00,9.313075190095172928e+00,9.883241066698243316e+00,1.068026069595370231e+01,1.181562543356390016e+01,1.346163004236269778e+01,1.587833021705069569e+01,1.944174836086133951e+01,2.469516464452380333e+01,3.258879104655589032e+01,4.540238369665613760e+01,6.992218159551343604e+01,1.320672963901144499e+02,3.863913135443678470e+02,2.995737408309818420e+03,2.144584903880869679e+05
5.200854958335206391e+00,5.035342643748559333e+00,5.078574149175961949e+00,5.177072347996300117e+00,5.316544771789613044e+00,5.503166280610030547e+00,5.755311462430975133e+00,6.101789352860856219e+00,6.587253356576519003e+00,7.282297907859999420e+00,8.300208947731533726e+00,9.824227013750642001e+00,1.215422964829091512e+01,1.581484251595455248e+01,2.192922429916840343e+01,3.371051465728887564e+01,6.350091386463044785e+01,1.846943139469319703e+02,1.412006171726424782e+03,9.738802821107377531e+04
3.327035660164627817e+00,3.164878620339514281e+00,3.137670613717204127e+00,3.163692012955787725e+00,3.224523574683990201e+00,3.310757372199501614e+00,3.426202016015033269e+00,3.582426990611576212e+00,3.797723966115798433e+00,4.100960117143971573e+00,4.539177016757308003e+00,5.191853346415149062e+00,6.199389881479250519e+00,7.827507275757865202e+00,1.064881897775309305e+01,1.621316440000641990e+01,3.029613755819181975e+01,8.673844783809693126e+01,6.367232492565548228e+02,3.834559384243771638e+04
2.185095683994958460e+00,2.042285865195968331e+00,1.984619778447604954e+00,1.969561956618971710e+00,1.987754894992079580e+00,2.027094582817141166e+00,2.082043221059483695e+00,2.155648833401612841e+00,2.255641632043155376e+00,2.394293318010628280e+00,2.591516181830589183e+00,2.881208571489235037e+00,3.324738857687644877e+00,4.042975901130393623e+00,5.305478290356241189e+00,7.839188221797994238e+00,1.425356234906535136e+01,3.905181175199155064e+01,2.535498662622284485e+02,8.857001702134033621e+03
1.464862939410376486e+00,1.349723075485265822e+00,1.287962468766472579e+00,1.255685129299608960e+00,1.250531038885480228e+00,1.265423204867164753e+00,1.292308751142563716e+00,1.328860190467868962e+00,1.377976839282943233e+00,1.445203431825232476e+00,1.539467457971346098e+00,1.675856340395071697e+00,1.881623963932802068e+00,2.210571771957629217e+00,2.782742172985598561e+00,3.916690424501888756e+00,6.698119617833888206e+00,1.648721764673603474e+01,7.918091010092047100e+01,9.753805836374300497e+02
9.964071902473131681e-01,9.086805297059542541e-01,8.549444657092050148e-01,8.204546809944737173e-01,8.055071514788159082e-01,8.075085894253437591e-01,8.204373735999853645e-01,8.396688853484660653e-01,8.653987893841376122e-01,9.002682925956790871e-01,9.486051400067508910e-01,1.017636384058329124e+00,1.120252649644804421e+00,1.281502542534571409e+00,1.555900737477322160e+00,2.081574374588182064e+00,3.287860213787020758e+00,6.913558453069803100e+00,2.234952444993183107e+01,1.186562369055121735e+02
