1.764577296055758095e+30,1.624313860740068129e+30,1.858643424640195058e+30,2.213539133923180416e+30,2.770772333609715726e+30,3.675589860928563380e+30,5.177475287588319472e+30,7.670965076195634060e+30,1.172890818307564556e+31,1.821984285597441237e+31,2.866848121568633264e+31,4.597925080376221835e+31,7.615226491952376725e+31,1.334427421068694365e+32,2.593657797070551713e+32,6.161287529497942391e+32,2.205101293401567309e+33,1.900918358721839895e+34,1.161137198321097499e+36,6.182844663048675024e+39
2.502152649106387537e+30,2.352961930517761468e+30,2.600477262710876847e+30,2.961517519000640522e+30,3.506050808643362638e+30,4.357891916381905930e+30,5.738608126902010047e+30,8.036118014011813102e+30,1.188594515422208191e+31,1.825461254843657617e+31,2.867146015818707175e+31,4.597936597805315253e+31,7.615169931001257736e+31,1.334396972301598210e+32,2.593525685868127028e+32,6.160638394347270368e+32,2.204622956878808973e+33,1.899910725420810556e+34,1.159893498296158001e+36,6.168131662662920934e+39
3.682816579812643124e+30,3.517360082588742741e+30,3.789532765248223164e+30,4.174053924612904861e+30,4.732997496858641898e+30,5.573040121579095686e+30,6.883380128851821256e+30,9.005775096160769944e+30,1.255216971384539266e+31,1.856888548871684162e+31,2.875194420256978388e+31,4.598756909693341975e+31,7.615041442617910468e+31,1.334316783293426039e+32,2.593177713561429791e+32,6.158929080554744831e+32,2.203363088484357026e+33,1.897617233705081914e+34,1.156758901753644028e+36,6.131131786890582300e+39
5.590480879351620764e+30,5.387851750332587220e+30,5.696987169415288995e+30,6.123712740288907194e+30,6.725040398736910234e+30,7.596725835116174512e+30,8.903417722192723756e+30,1.093849030948442458e+31,1.423878078903185813e+31,1.979324309880020748e+31,2.938686416230970694e+31,4.617602779007752249e+31,7.617041130918780980e+31,1.334115187253706752e+32,2.592263778663700767e+32,6.154437693398481910e+32,2.200051733050466939e+33,1.891585077959607064e+34,1.148705050544931065e+36,6.034137477545070871e+39
8.796481641775952954e+30,8.440663131878148870e+30,8.781819413791091723e+30,9.271465854782050063e+30,9.946983436497330510e+30,1.089721896881419052e+31,1.227236423262464807e+31,1.433155010183016410e+31,1.754053716175750195e+31,2.276799361754497795e+31,3.167664068408840790e+31,4.748977308298498929e+31,7.662196952387646089e+31,1.334338319961775421e+32,2.589922498393118724e+32,6.142701322432288967e+32,2.191391807459504136e+33,1.875789791928316427e+34,1.127552946647108437e+36,5.778511052595514011e+39
1.454982906420601911e+31,1.363849547054856237e+31,1.387369050142130645e+31,1.441706560759866041e+31,1.520433246509691112e+31,1.629047235903471694e+31,1.781747136321720594e+31,2.002731958108915527e+31,2.334087546085203422e+31,2.852628974524068093e+31,3.705838229495809387e+31,5.191647356507171211e+31,7.946269354411817477e+31,1.345358880019645762e+32,2.586752907190768998e+32,6.112785723130860259e+32,2.169043976944429979e+33,1.834912913702750721e+34,1.072461218280419792e+36,5.101754453321494915e+39
2.549190347991272140e+31,2.306755001991317488e+31,2.267263802462134586e+31,2.305025583764078631e+31,2.394519988611943223e+31,2.524306371195216144e+31,2.703418531216868120e+31,2.955575449596039162e+31,3.321499140574981976e+31,3.873097636694169460e+31,4.745058738108389738e+31,6.207720958930246110e+31,8.850855573922446189e+31,1.411023717657297201e+32,2.611501277764908698e+32,6.053728319754017412e+32,2.113790208731084779e+33,1.732649216198558882e+34,9.336600357874053703e+35,3.386244320655538620e+39
4.707683091730738711e+31,4.112438008363165131e+31,3.883478736252626002e+31,3.824772386045792838e+31,3.895757939711393919e+31,4.051485858002376572e+31,4.274110862506221669e+31,4.581654414087566947e+31,5.016565702517668324e+31,5.652245388938329050e+31,6.621770903655366465e+31,8.184943718598780295e+31,1.089886767268200843e+32,1.611642110539661438e+32,2.775334821900885821e+32,6.059105096715265040e+32,2.003148475321498925e+33,1.503656636804665787e+34,6.338596008852282886e+35,7.734633815429892408e+38
9.058144236315219749e+31,7.690146162548810400e+31,7.002476569281522100e+31,6.655899422900218059e+31,6.601371894986189896e+31,6.759535245046487463e+31,7.049816601128360353e+31,7.454247887930113021e+31,8.015471694695634816e+31,8.816642210222988906e+31,1.000429005113231974e+32,1.185547126504831934e+32,1.494551619886287892e+32,2.062787488176813842e+32,3.268821368908579707e+32,6.475655567247817380e+32,1.893873846840553415e+33,1.147466435160241920e+34,2.646587317354310301e+35,4.015997749405473375e+37
1.794311752046387639e+32,1.492267363919032990e+32,1.320991449901918946e+32,1.216559600423623361e+32,1.172635390097316264e+32,1.178469907386435565e+32,1.216508274603125413e+32,1.274207968272095350e+32,1.353495332983314477e+32,1.464765509325593541e+32,1.626279333334357186e+32,1.871584536206318746e+32,2.268068440447661064e+32,2.967994831393424804e+32,4.375099851773609149e+32,7.830834790439213963e+32,1.953668551583097818e+33,8.638283919162301637e+33,9.027360154744850131e+34,2.544516888633664615e+36
3.624175132160247482e+32,2.972401613301181629e+32,2.579281713226852308e+32,2.318501009165522701e+32,2.179911700379283742e+32,2.149622415095141359e+32,2.196927104636085309e+32,2.285967054054408752e+32,2.408775566983098884e+32,2.579110310208175543e+32,2.822734464082602099e+32,3.185907756132195047e+32,3.758916900510447093e+32,4.738189755616560952e+32,6.617126517371451017e+32,1.090065305973218427e+33,2.356151190633808827e+33,7.775744046678125487e+33,4.355924734279549319e+34,4.307338235477808458e+35
7.413000422703980873e+32,6.024922310406666915e+32,5.158843305902130315e+32,4.559019355121933800e+32,4.206305418862988970e+32,4.081625657039461492e+32,4.134010912750572573e+32,4.281295557209497829e+32,4.488041073227391265e+32,4.772604629409398198e+32,5.175558970052944479e+32,5.768573111194829257e+32,6.688389186000161491e+32,8.223381926095351995e+32,1.106523036789694218e+33,1.717170974032591973e+33,3.334124245968860704e+33,8.875679921406705403e+33,3.302463006882205883e+34,1.723035867775407893e+35
1.528459708634718403e+33,1.235095848555328891e+33,1.048466949171776813e+33,9.161150638984612843e+32,8.341552973510714367e+32,7.996979158247072505e+32,8.041190096671490230e+32,8.299809857560002091e+32,8.672166539408700975e+32,9.182236889393980135e+32,9.899782435678840562e+32,1.094674411756299959e+33,1.255192093012575943e+33,1.518658842251871163e+33,1.994150482823939799e+33,2.972824614016316823e+33,5.364786034719687494e+33,1.237516993820919280e+34,3.562881944834713463e+34,1.256330486026093645e+35
3.167336626547212150e+33,2.550130720053372034e+33,2.152973238352096703e+33,1.867468810001121774e+33,1.685539429781360760e+33,1.602372066800592006e+33,1.602720138890496999e+33,1.650443719173744026e+33,1.720949012632864322e+33,1.817253717876471451e+33,1.952157729320442833e+33,2.147896806234764398e+33,2.445706534987805192e+33,2.929111233199251176e+33,3.786514160764420453e+33,5.499749545797916654e+33,9.462581800061021810e+33,1.991426972771164237e+34,4.891230713998406194e+34,1.355784281500991975e+35
6.584040657693176358e+33,5.289033261104737623e+33,4.450008768490390588e+33,3.842015978707556566e+33,3.448145435469526967e+33,3.259756282186071724e+33,3.248633176096556292e+33,3.340198082215006525e+33,3.478430964206611637e+33,3.666926164557036105e+33,3.930260801778270952e+33,4.310982069940934033e+33,4.887374454118402335e+33,5.816211406716126578e+33,7.444933792503340542e+33,1.063614215523511543e+34,1.775297796793649615e+34,3.526755226854852860e+34,7.853113968812904525e+34,1.877251726134837482e+35
1.371301633814146451e+34,1.100033267914380936e+34,9.235521288259509652e+33,7.950521482163506326e+33,7.109905636584379383e+33,6.697307711064101623e+33,6.658487262784297309e+33,6.839277795057379349e+33,7.116660474279750875e+33,7.494521763452409596e+33,8.021515246269824647e+33,8.781707719034162260e+33,9.928986200120216762e+33,1.176923092996510221e+34,1.497246384056298950e+34,2.116960148367944758e+34,3.466780797388155897e+34,6.643908834172188692e+34,1.392633315187665157e+35,3.039144261243259699e+35
