8.235147944297706317e+02 6.457650715378854329e+02 4.990042082955911837e+02 3.765784811377249639e+02 2.733691906125798710e+02 1.859762027289682180e+02 1.133210457729582572e+02 5.731042741634958304e+01 2.148939781421163531e+01 5.463704142692005661e+00 1.440277359469201324e+00 1.012963219137058113e+00 1.000060551348661342e+00 1.000000017160339594e+00 1.000000000000068612e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.651357106820290710e+02 5.270717778331141972e+02 4.141258868967056515e+02 3.210066474677590804e+02 2.434629717705631435e+02 1.781902927791223874e+02 1.229081114648273854e+02 7.668985119244946702e+01 4.041399743961359547e+01 1.626863663956523709e+01 4.672017706471688570e+00 1.421745572047874218e+00 1.015685996113636635e+00 1.000104998588284388e+00 1.000000051948852553e+00 1.000000000000495604e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.340691137869412159e+02 4.257853240432887674e+02 3.378484902924776634e+02 2.659873746942357684e+02 2.068266608011143433e+02 1.576489750990868401e+02 1.163233708246980314e+02 8.133200739558107273e+01 5.194555958600586365e+01 2.851085566148764272e+01 1.232281259402346230e+01 3.999171310359701526e+00 1.400198652303832114e+00 1.018778481467378372e+00 1.000180710079816349e+00 1.000000158821013230e+00 1.000000000003830936e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.293253861928029096e+02 3.424330697572664803e+02 2.732406579442851466e+02 2.171173374987191664e+02 1.713035999645434799e+02 1.336422339450566028e+02 1.023938979682881012e+02 7.618444665107385561e+01 5.400867867895074426e+01 3.532009268725562379e+01 2.020497391264481379e+01 9.393574992524115430e+00 3.450558601655384638e+00 1.381324356165894329e+00 1.022821702417552769e+00 1.000325057259036532e+00 1.000000546923577094e+00 1.000000000040287551e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.510516634237022231e+02 2.763621539643006599e+02 2.204355628880353493e+02 1.760737869922703283e+02 1.401363168011775144e+02 1.108334017444213373e+02 8.678200056446540600e+01 6.686583280116158789e+01 5.019745010365978999e+01 3.611275129348839386e+01 2.421414286637368463e+01 1.447031776678270099e+01 7.265471989262281660e+00 3.028968601182632892e+00 1.373882289214195751e+00 1.029584936154291697e+00 1.000679037245407077e+00 1.000002681035383256e+00 1.000000000983797044e+00 1.000000000000020206e+00
2.975738168773439156e+02 2.275591651343978299e+02 1.789915627738335502e+02 1.428362355247406867e+02 1.142422871146021635e+02 9.110512058336533414e+01 7.226240193138382040e+01 5.682300565343363985e+01 4.406715372965840771e+01 3.341968903115343181e+01 2.444178593119138299e+01 1.684933882464189736e+01 1.056594248221143140e+01 5.768978234950249195e+00 2.742112921533756964e+00 1.395250416554300266e+00 1.045209970695275992e+00 1.002058647901629795e+00 1.000031141073950192e+00 1.000000180229579927e+00
2.633854330700223159e+02 1.945131928394534953e+02 1.487364155526722698e+02 1.170756075492280956e+02 9.355566196842346471e+01 7.496605988093521944e+01 5.993584309846497149e+01 4.771261683826046607e+01 3.771762906990232977e+01 2.948313678246213243e+01 2.263406875546936092e+01 1.687979298252335525e+01 1.201985990307714225e+01 7.968501583915474029e+00 4.783512507450290663e+00 2.617902462682537124e+00 1.492493474859393654e+00 1.099284328487617257e+00 1.014151666885269920e+00 1.002249005919107816e+00
2.422113427132292429e+02 1.734619439916258443e+02 1.283984198285375271e+02 9.849209383852085864e+01 7.779195691258449585e+01 6.234098106210982593e+01 5.008551594904155024e+01 4.018009316933424913e+01 3.213917687717518135e+01 2.558193402693534324e+01 2.020074823113873208e+01 1.574887919232401678e+01 1.203355700675742845e+01 8.916078904330063892e+00 6.320467520052307719e+00 4.244568762745772439e+00 2.742379595729309560e+00 1.835145697514022345e+00 1.415045429395874521e+00 1.296681174755190735e+00
2.292348106070341487e+02 1.604273654929691588e+02 1.154653894964193483e+02 8.606569972433138105e+01 6.656555811962823554e+01 5.295128215962559892e+01 4.261995532794773567e+01 3.436273077660050035e+01 2.769406791743919882e+01 2.229479720816722121e+01 1.790936356984918376e+01 1.433227768343843600e+01 1.139994606311019965e+01 8.985876329857333644e+00 6.999878651223867543e+00 5.391524381825329115e+00 4.154913230832176119e+00 3.324508494398483283e+00 2.939357302671862904e+00 2.886227630639630615e+00
2.212953699820095324e+02 1.524319886465245588e+02 1.074494177221993709e+02 7.816021874756626175e+01 5.908488070190972508e+01 4.637417554870796010e+01 3.725488015665523989e+01 3.013128549473898943e+01 2.440525630314171934e+01 1.979154757594656289e+01 1.607116526901821274e+01 1.306875837181642730e+01 1.064518521861667999e+01 8.692686996524113141e+00 7.133061599981544987e+00 5.919674763290062813e+00 5.043267210134716017e+00 4.530568751005767503e+00 4.370245537221358667e+00 4.366814446696798413e+00
2.164324401592735683e+02 1.475352372263314464e+02 1.025242532521633620e+02 7.324740850803303260e+01 5.431256535293879750e+01 4.200935190353858673e+01 3.358861151789271560e+01 2.720998166459183665e+01 2.211277201695746797e+01 1.801889356459349756e+01 1.473367882981747812e+01 1.210207377230674552e+01 1.000181224442490091e+01 8.339104011557505913e+00 7.046928898923751738e+00 6.086340821675303658e+00 5.448348364119012466e+00 5.135428676314488960e+00 5.069610050347605146e+00 5.072463433934792043e+00
